Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events0
2015-2-12,5,5,2,0
2015-2-13,5,5,1,0
2015-2-14,5,4,1,0
2015-2-15,4,9,2,1
2015-2-16,3,10,1,1
2015-2-17,3,8,2,1
2015-2-18,3,7,1,0
2015-2-19,5,4,2,0
2015-2-20,5,8,2,1
2015-2-21,3,10,1,1
2015-2-22,2,10,2,1
2015-2-23,2,10,1,1
2015-2-24,3,6,1,0
2015-2-25,3,9,2,1
2015-2-26,2,10,2,1
2015-2-27,1,9,1,1
2015-2-28,1,10,1,1
2015-3-1,2,10,1,1
2015-3-2,3,10,1,0
2015-3-3,3,8,2,1
2015-3-4,2,10,2,1
2015-3-5,3,4,2,0
2015-3-6,4,3,2,0
2015-3-7,4,7,2,0
2015-3-8,4,7,1,0
2015-3-9,5,5,2,0
2015-3-10,5,5,1,0
2015-3-11,5,2,2,0
2015-3-12,5,3,1,0
2015-3-13,5,6,2,0
2015-3-14,5,4,2,0
2015-3-15,6,1,2,0
2015-3-16,6,4,2,0
2015-3-17,5,9,2,0
2015-3-18,5,7,2,1
2015-3-19,4,10,2,1
2015-3-20,5,5,1,0
2015-3-21,5,4,1,0
2015-3-22,6,1,2,0
2015-3-23,6,3,3,1
2015-3-24,5,5,2,1
2015-3-25,4,9,2,1
2015-3-26,5,6,2,0
2015-3-27,6,5,2,0
2015-3-28,7,1,2,0
2015-3-29,6,3,2,0
2015-3-30,6,2,2,0
2015-3-31,6,1,1,0
2015-4-1,6,5,3,0
2015-4-2,5,10,2,1
2015-4-3,4,8,2,1
2015-4-4,5,4,2,0
2015-4-5,5,3,1,0
2015-4-6,6,2,2,0
2015-4-7,6,8,1,1
2015-4-8,5,8,2,1
2015-4-9,5,10,2,0
2015-4-10,5,5,2,0
2015-4-11,6,3,2,0
2015-4-12,6,3,3,0
2015-4-13,5,4,2,0
2015-4-14,6,1,3,0
2015-4-15,5,4,3,0
2015-4-16,4,10,2,1
2015-4-17,4,10,2,1
2015-4-18,5,10,1,1
2015-4-19,4,9,3,1
2015-4-20,5,8,1,0
2015-4-21,5,7,1,1
2015-4-22,6,5,1,1
2015-4-23,6,4,3,1
2015-4-24,5,4,2,0
2015-4-25,6,5,2,1
2015-4-26,5,10,2,1
2015-4-27,5,10,1,1
2015-4-28,5,9,1,0
2015-4-29,6,6,1,0
2015-4-30,7,7,2,1
2015-5-1,6,10,1,1
2015-5-2,7,6,2,0
2015-5-3,6,6,2,1
2015-5-4,6,10,1,1
2015-5-5,5,10,1,1

