Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events0
2014-12-9,7,8,1,0
2014-12-10,7,7,1,0
2014-12-11,7,8,1,0
2014-12-12,7,5,2,1
2014-12-13,6,9,2,1
2014-12-14,6,8,1,0
2014-12-15,6,7,1,0
2014-12-16,6,8,1,0
2014-12-17,6,9,1,1
2014-12-18,6,9,1,0
2014-12-19,6,8,1,0
2014-12-20,6,7,1,0
2014-12-21,6,8,1,0
2014-12-22,6,8,1,0
2014-12-23,6,5,2,0
2014-12-24,6,1,1,0
2014-12-25,6,3,2,0
2014-12-26,5,2,1,0
2014-12-27,5,4,1,0
2014-12-28,5,4,1,0
2014-12-29,5,3,1,0
2014-12-30,5,3,1,0
2014-12-31,5,7,2,1
2015-1-1,5,9,1,0
2015-1-2,5,7,1,0
2015-1-3,5,7,1,0
2015-1-4,5,6,1,0
2015-1-5,6,5,1,0
2015-1-6,7,3,1,0
2015-1-7,7,4,1,0
2015-1-8,7,4,2,0
2015-1-9,7,5,2,0
2015-1-10,6,6,1,1
2015-1-11,7,7,1,1
2015-1-12,7,10,1,1
2015-1-13,6,10,1,1
2015-1-14,6,8,1,0
2015-1-15,6,5,1,0
2015-1-16,7,3,1,0
2015-1-17,6,4,1,0
2015-1-18,7,4,1,0
2015-1-19,7,4,1,0
2015-1-20,7,5,1,0
2015-1-21,7,4,1,0
2015-1-22,6,2,2,0
2015-1-23,6,1,1,0
2015-1-24,7,1,2,0
2015-1-25,7,1,1,0
2015-1-26,7,3,1,1
2015-1-27,7,8,1,0
2015-1-28,7,8,1,0
2015-1-29,7,8,1,1
2015-1-30,6,10,2,1
2015-1-31,6,10,1,1
2015-2-1,6,10,1,1
2015-2-2,7,8,1,0
2015-2-3,7,7,1,0
2015-2-4,7,7,1,0
2015-2-5,7,6,1,0
2015-2-6,7,4,1,0
2015-2-7,7,4,1,0
2015-2-8,7,4,1,0
2015-2-9,7,5,1,0
2015-2-10,7,4,1,0
2015-2-11,7,3,1,0
2015-2-12,7,1,2,0
2015-2-13,7,2,1,0
2015-2-14,7,3,1,0
2015-2-15,8,4,1,0
2015-2-16,7,6,1,0
2015-2-17,7,3,1,0
2015-2-18,7,1,1,0
2015-2-19,7,2,1,0
2015-2-20,7,2,1,0
2015-2-21,7,2,1,0
2015-2-22,7,5,1,0
2015-2-23,7,6,2,1
2015-2-24,6,5,2,1
2015-2-25,6,5,1,0
2015-2-26,7,2,1,0
2015-2-27,7,2,2,0
2015-2-28,7,4,1,0
2015-3-1,7,5,2,0
2015-3-2,6,10,2,1
2015-3-3,6,9,1,1
2015-3-4,6,6,1,0
2015-3-5,7,3,1,0
2015-3-6,7,1,2,0
2015-3-7,7,1,1,0
2015-3-8,7,3,1,0
2015-3-9,7,1,1,0
2015-3-10,8,1,1,0
2015-3-11,8,1,1,0
2015-3-12,8,1,2,0
2015-3-13,8,1,2,0
2015-3-14,8,1,1,0
2015-3-15,8,1,2,0
2015-3-16,8,1,2,0
2015-3-17,8,1,2,0
2015-3-18,8,6,2,1
2015-3-19,7,9,1,1
2015-3-20,8,6,1,0
2015-3-21,8,4,1,0
2015-3-22,8,3,1,0
2015-3-23,8,1,1,0
2015-3-24,8,1,1,0
2015-3-25,8,1,1,0
2015-3-26,8,1,1,0
2015-3-27,8,1,1,0
2015-3-28,8,1,1,0
2015-3-29,9,1,1,0
2015-3-30,9,1,1,0
2015-3-31,9,1,2,0
2015-4-1,8,1,2,0
2015-4-2,8,1,2,0
2015-4-3,8,1,1,0
2015-4-4,8,1,1,0
2015-4-5,8,1,2,0
2015-4-6,8,1,2,0
2015-4-7,8,1,2,0
2015-4-8,7,1,2,0
2015-4-9,7,1,1,0
2015-4-10,8,1,1,0
2015-4-11,8,1,1,0
2015-4-12,8,1,2,0
2015-4-13,8,2,1,0
2015-4-14,9,1,2,0
2015-4-15,8,1,3,0
2015-4-16,7,1,2,0
2015-4-17,7,1,1,0
2015-4-18,8,1,2,1
2015-4-19,8,1,1,0
2015-4-20,8,1,2,0
2015-4-21,8,1,2,0
2015-4-22,8,1,2,0
2015-4-23,8,1,2,0
2015-4-24,7,5,1,1
2015-4-25,7,3,2,1
2015-4-26,7,7,2,1
2015-4-27,8,5,1,0
2015-4-28,9,1,2,0
2015-4-29,9,1,1,0
2015-4-30,9,1,1,0
2015-5-1,9,1,2,0
2015-5-2,9,1,2,0
2015-5-3,9,1,2,0
2015-5-4,8,5,2,1
2015-5-5,7,7,1,0

