Date, Mean TemperatureF, Mean Humidity, Mean Wind SpeedMPH, Events0
2014-9-11,6,10,2,1
2014-9-12,6,10,1,1
2014-9-13,6,10,1,1
2014-9-14,6,10,1,1
2014-9-15,6,10,1,1
2014-9-16,6,10,1,1
2014-9-17,6,10,1,1
2014-9-18,6,10,2,1
2014-9-19,6,10,3,1
2014-9-20,6,10,1,1
2014-9-21,6,10,2,1
2014-9-22,6,10,2,1
2014-9-23,5,10,1,1
2014-9-24,5,10,1,1
2014-9-25,6,10,1,1
2014-9-26,6,10,1,1
2014-9-27,6,10,2,1
2014-9-28,6,10,2,1
2014-9-29,6,10,1,1
2014-9-30,5,10,1,1
2014-10-1,5,8,1,1
2014-10-2,4,10,1,1
2014-10-3,5,10,3,1
2014-10-4,6,10,2,1
2014-10-5,5,10,3,1
2014-10-6,5,10,2,1
2014-10-7,5,10,1,1
2014-10-8,5,10,1,1
2014-10-9,4,10,1,1
2014-10-10,6,10,4,1
2014-10-11,5,10,4,1
2014-10-12,6,10,2,1
2014-10-13,5,10,1,1
2014-10-14,5,10,1,1
2014-10-15,5,10,1,1
2014-10-16,5,10,2,1
2014-10-17,5,10,1,1
2014-10-18,5,10,1,1
2014-10-19,5,10,2,1
2014-10-20,5,10,2,1
2014-10-21,5,10,1,1
2014-10-22,5,10,2,1
2014-10-23,4,10,1,1
2014-10-24,5,10,1,1
2014-10-25,4,10,1,1
2014-10-26,4,10,1,1
2014-10-27,5,10,1,1
2014-10-28,5,8,3,1
2014-10-29,5,10,1,1
2014-10-30,5,10,1,1
2014-10-31,5,10,3,1
2014-11-1,5,10,4,1
2014-11-2,5,10,3,1
2014-11-3,5,10,1,1
2014-11-4,5,10,2,1
2014-11-5,5,10,2,1
2014-11-6,5,10,2,1
2014-11-7,5,10,2,1
2014-11-8,5,10,2,1
2014-11-9,4,10,1,1
2014-11-10,4,10,1,1
2014-11-11,4,10,1,1
2014-11-12,3,10,1,1
2014-11-13,3,10,1,1
2014-11-14,3,10,1,1
2014-11-15,3,10,1,1
2014-11-16,3,10,1,0
2014-11-17,4,10,1,1
2014-11-18,4,10,1,1
2014-11-19,4,10,1,1
2014-11-20,4,10,1,1
2014-11-21,4,10,1,1
2014-11-22,5,10,2,1
2014-11-23,4,10,2,1
2014-11-24,4,10,1,1
2014-11-25,4,10,1,1
2014-11-26,4,10,1,1
2014-11-27,3,4,2,0
2014-11-28,2,9,1,0
2014-11-29,2,10,1,1
2014-11-30,3,10,1,1
2014-12-1,2,10,1,1
2014-12-2,4,10,3,1
2014-12-3,4,10,1,1
2014-12-4,3,10,1,1
2014-12-5,3,10,1,1
2014-12-6,3,10,1,1
2014-12-7,4,10,1,1
2014-12-8,4,10,1,1
2014-12-9,4,10,2,1
2014-12-10,4,10,1,1
2014-12-11,4,10,1,1
2014-12-12,4,10,2,1
2014-12-13,4,10,2,1
2014-12-14,4,10,2,1
2014-12-15,5,9,2,1
2014-12-16,4,10,3,1
2014-12-17,4,10,1,1
2014-12-18,4,10,1,1
2014-12-19,4,10,1,1
2014-12-20,4,10,1,1
2014-12-21,4,10,1,1
2014-12-22,4,10,2,1
2014-12-23,4,10,1,0
2014-12-24,3,10,1,1
2014-12-25,4,10,2,1
2014-12-26,4,10,1,1
2014-12-27,3,10,1,1
2014-12-28,3,10,1,1
2014-12-29,3,10,1,0
2014-12-30,3,10,2,1
2014-12-31,4,10,3,1
2015-1-1,4,10,2,1
2015-1-2,3,9,4,1
2015-1-3,3,2,3,0
2015-1-4,3,1,3,0
2015-1-5,3,5,2,0
2015-1-6,3,9,1,1
2015-1-7,3,10,1,1
2015-1-8,3,10,1,1
2015-1-9,4,10,1,1
2015-1-10,4,10,1,1
2015-1-11,4,10,1,1
2015-1-12,4,10,2,1
2015-1-13,5,10,3,1
2015-1-14,5,10,3,1
2015-1-15,5,10,3,1
2015-1-16,5,10,4,1
2015-1-17,5,10,3,1
2015-1-18,4,10,1,1
2015-1-19,4,10,3,1
2015-1-20,5,10,4,1
2015-1-21,5,10,4,1
2015-1-22,5,10,4,1
2015-1-23,5,10,4,1
2015-1-24,5,10,2,1
2015-1-25,4,10,2,1
2015-1-26,4,10,1,1
2015-1-27,3,10,1,1
2015-1-28,4,10,1,1
2015-1-29,4,10,1,1
2015-1-30,4,10,1,1
2015-1-31,3,10,1,1
2015-2-1,3,8,3,0
2015-2-2,3,2,3,0
2015-2-3,3,8,1,0
2015-2-4,3,10,1,0
2015-2-5,3,7,4,0
2015-2-6,2,7,4,1
2015-2-7,1,8,1,1
2015-2-8,2,10,1,1
2015-2-9,3,10,1,1
2015-2-10,3,10,1,1
2015-2-11,4,10,2,1
2015-2-12,4,10,1,1
2015-2-13,5,10,4,1
2015-2-14,5,10,2,1
2015-2-15,4,10,1,1
2015-2-16,4,10,1,1
2015-2-17,5,10,2,1
2015-2-18,4,10,1,1
2015-2-19,4,10,2,1
2015-2-20,4,10,1,1
2015-2-21,4,10,2,1
2015-2-22,5,10,3,1
2015-2-23,5,10,3,1
2015-2-24,4,10,1,1
2015-2-25,4,10,1,1
2015-2-26,4,9,1,1
2015-2-27,4,10,1,0
2015-2-28,4,10,1,0
2015-3-1,4,10,1,1
2015-3-2,4,8,1,0
2015-3-3,4,8,2,1
2015-3-4,4,10,3,1
2015-3-5,4,10,1,1
2015-3-6,4,10,2,1
2015-3-7,4,10,2,1
2015-3-8,4,10,2,1
2015-3-9,4,8,2,1
2015-3-10,3,10,1,1
2015-3-11,3,10,1,1
2015-3-12,4,10,3,1
2015-3-13,4,10,2,1
2015-3-14,3,10,1,1
2015-3-15,4,10,2,1
2015-3-16,4,10,1,0
2015-3-17,4,10,1,1
2015-3-18,4,10,1,1
2015-3-19,4,10,1,1
2015-3-20,4,10,2,1
2015-3-21,4,10,3,1
2015-3-22,4,10,1,1
2015-3-23,4,10,1,1
2015-3-24,4,10,1,0
2015-3-25,4,8,1,1
2015-3-26,5,10,2,1
2015-3-27,5,10,1,1
2015-3-28,4,10,1,1
2015-3-29,5,10,3,1
2015-3-30,5,10,1,1
2015-3-31,5,10,3,1
2015-4-1,5,10,3,1
2015-4-2,4,10,2,1
2015-4-3,5,10,1,1
2015-4-4,5,10,1,1
2015-4-5,5,10,1,1
2015-4-6,4,10,1,1
2015-4-7,5,10,3,1
2015-4-8,5,10,5,1
2015-4-9,5,10,5,1
2015-4-10,4,10,3,1
2015-4-11,4,10,3,1
2015-4-12,4,10,3,1
2015-4-13,4,10,1,1
2015-4-14,4,10,3,1
2015-4-15,5,10,4,1
2015-4-16,5,10,2,1
2015-4-17,5,10,2,1
2015-4-18,5,10,3,1
2015-4-19,5,10,3,1
2015-4-20,5,10,2,1
2015-4-21,5,10,1,1
2015-4-22,4,8,1,0
2015-4-23,5,7,1,0
2015-4-24,5,8,1,0
2015-4-25,5,8,1,0
2015-4-26,5,9,3,1
2015-4-27,5,10,2,1
2015-4-28,5,10,2,1
2015-4-29,5,10,3,1
2015-4-30,5,10,2,1
2015-5-1,5,10,1,1
2015-5-2,5,10,2,1
2015-5-3,5,8,1,1
2015-5-4,5,6,2,0
2015-5-5,4,10,1,0

